,Year,Cause,Age_Range,ISO_Code,Sex,Deaths,Age_and_Sex_Population,Country
2328,2020,Intentional self-harm,75-79,BRA,Female,52,,Brazil
2329,2020,Intentional self-harm,80-84,BRA,Female,37,,Brazil
2330,2020,Intentional self-harm,85-89,BRA,Female,18,,Brazil
2331,2020,Intentional self-harm,90-94,BRA,Female,7,,Brazil
2332,2020,Intentional self-harm,95+,BRA,Female,3,,Brazil
2333,2020,Intentional self-harm,10- 14,BRA,Male,81,,Brazil
2334,2020,Intentional self-harm,15-19,BRA,Male,726,,Brazil
2335,2020,Intentional self-harm,20-24,BRA,Male,1099,,Brazil
2336,2020,Intentional self-harm,25-29,BRA,Male,1065,,Brazil
2337,2020,Intentional self-harm,30-34,BRA,Male,1024,,Brazil
2338,2020,Intentional self-harm,35-39,BRA,Male,1082,,Brazil
2339,2020,Intentional self-harm,40-44,BRA,Male,1037,,Brazil
2340,2020,Intentional self-harm,45-49,BRA,Male,911,,Brazil
2341,2020,Intentional self-harm,5- 9,BRA,Male,4,,Brazil
2342,2020,Intentional self-harm,50-54,BRA,Male,875,,Brazil
2343,2020,Intentional self-harm,55-59,BRA,Male,801,,Brazil
2344,2020,Intentional self-harm,60-64,BRA,Male,652,,Brazil
2345,2020,Intentional self-harm,65-69,BRA,Male,503,,Brazil
2346,2020,Intentional self-harm,70-74,BRA,Male,418,,Brazil
2347,2020,Intentional self-harm,75-79,BRA,Male,280,,Brazil
2348,2020,Intentional self-harm,80-84,BRA,Male,154,,Brazil
2349,2020,Intentional self-harm,85-89,BRA,Male,88,,Brazil
2350,2020,Intentional self-harm,90-94,BRA,Male,39,,Brazil
2351,2020,Intentional self-harm,95+,BRA,Male,8,,Brazil
2352,2020,Mental and behavioural disorders due to psychoactive substance use,10- 14,BRA,Female,1,,Brazil
2353,2020,Mental and behavioural disorders due to psychoactive substance use,15-19,BRA,Female,9,,Brazil
2354,2020,Mental and behavioural disorders due to psychoactive substance use,20-24,BRA,Female,39,,Brazil
2355,2020,Mental and behavioural disorders due to psychoactive substance use,25-29,BRA,Female,32,,Brazil
2356,2020,Mental and behavioural disorders due to psychoactive substance use,30-34,BRA,Female,77,,Brazil
2357,2020,Mental and behavioural disorders due to psychoactive substance use,35-39,BRA,Female,115,,Brazil
2358,2020,Mental and behavioural disorders due to psychoactive substance use,40-44,BRA,Female,151,,Brazil
2359,2020,Mental and behavioural disorders due to psychoactive substance use,45-49,BRA,Female,132,,Brazil
2360,2020,Mental and behavioural disorders due to psychoactive substance use,5- 9,BRA,Female,0,,Brazil
2361,2020,Mental and behavioural disorders due to psychoactive substance use,50-54,BRA,Female,175,,Brazil
2362,2020,Mental and behavioural disorders due to psychoactive substance use,55-59,BRA,Female,176,,Brazil
2363,2020,Mental and behavioural disorders due to psychoactive substance use,60-64,BRA,Female,153,,Brazil
2364,2020,Mental and behavioural disorders due to psychoactive substance use,65-69,BRA,Female,141,,Brazil
2365,2020,Mental and behavioural disorders due to psychoactive substance use,70-74,BRA,Female,114,,Brazil
2366,2020,Mental and behavioural disorders due to psychoactive substance use,75-79,BRA,Female,78,,Brazil
2367,2020,Mental and behavioural disorders due to psychoactive substance use,80-84,BRA,Female,75,,Brazil
2368,2020,Mental and behavioural disorders due to psychoactive substance use,85-89,BRA,Female,66,,Brazil
2369,2020,Mental and behavioural disorders due to psychoactive substance use,90-94,BRA,Female,67,,Brazil
2370,2020,Mental and behavioural disorders due to psychoactive substance use,95+,BRA,Female,42,,Brazil
2371,2020,Mental and behavioural disorders due to psychoactive substance use,10- 14,BRA,Male,0,,Brazil
2372,2020,Mental and behavioural disorders due to psychoactive substance use,15-19,BRA,Male,43,,Brazil
2373,2020,Mental and behavioural disorders due to psychoactive substance use,20-24,BRA,Male,99,,Brazil
2374,2020,Mental and behavioural disorders due to psychoactive substance use,25-29,BRA,Male,211,,Brazil
2375,2020,Mental and behavioural disorders due to psychoactive substance use,30-34,BRA,Male,399,,Brazil
2376,2020,Mental and behavioural disorders due to psychoactive substance use,35-39,BRA,Male,660,,Brazil
2377,2020,Mental and behavioural disorders due to psychoactive substance use,40-44,BRA,Male,951,,Brazil
2378,2020,Mental and behavioural disorders due to psychoactive substance use,45-49,BRA,Male,1262,,Brazil
2379,2020,Mental and behavioural disorders due to psychoactive substance use,5- 9,BRA,Male,0,,Brazil
2380,2020,Mental and behavioural disorders due to psychoactive substance use,50-54,BRA,Male,1429,,Brazil
2381,2020,Mental and behavioural disorders due to psychoactive substance use,55-59,BRA,Male,1451,,Brazil
2382,2020,Mental and behavioural disorders due to psychoactive substance use,60-64,BRA,Male,1201,,Brazil
2383,2020,Mental and behavioural disorders due to psychoactive substance use,65-69,BRA,Male,875,,Brazil
2384,2020,Mental and behavioural disorders due to psychoactive substance use,70-74,BRA,Male,536,,Brazil
2385,2020,Mental and behavioural disorders due to psychoactive substance use,75-79,BRA,Male,374,,Brazil
2386,2020,Mental and behavioural disorders due to psychoactive substance use,80-84,BRA,Male,253,,Brazil
2387,2020,Mental and behavioural disorders due to psychoactive substance use,85-89,BRA,Male,162,,Brazil
2388,2020,Mental and behavioural disorders due to psychoactive substance use,90-94,BRA,Male,70,,Brazil
2389,2020,Mental and behavioural disorders due to psychoactive substance use,95+,BRA,Male,46,,Brazil
2390,2017,Intentional self-harm,10- 14,CAN,Female,25,,Canada
2391,2017,Intentional self-harm,15-19,CAN,Female,76,,Canada
2392,2017,Intentional self-harm,20-24,CAN,Female,86,,Canada
2393,2017,Intentional self-harm,25-29,CAN,Female,80,,Canada
2394,2017,Intentional self-harm,30-34,CAN,Female,76,,Canada
2395,2017,Intentional self-harm,35-39,CAN,Female,70,,Canada
2396,2017,Intentional self-harm,40-44,CAN,Female,75,,Canada
2397,2017,Intentional self-harm,45-49,CAN,Female,100,,Canada
2398,2017,Intentional self-harm,5- 9,CAN,Female,0,,Canada
2399,2017,Intentional self-harm,50-54,CAN,Female,117,,Canada
2400,2017,Intentional self-harm,55-59,CAN,Female,106,,Canada
2401,2017,Intentional self-harm,60-64,CAN,Female,92,,Canada
2402,2017,Intentional self-harm,65-69,CAN,Female,52,,Canada
2403,2017,Intentional self-harm,70-74,CAN,Female,20,,Canada
2404,2017,Intentional self-harm,75-79,CAN,Female,25,,Canada
2405,2017,Intentional self-harm,80-84,CAN,Female,20,,Canada
2406,2017,Intentional self-harm,85-89,CAN,Female,22,,Canada
2407,2017,Intentional self-harm,10- 14,CAN,Male,11,,Canada
2408,2017,Intentional self-harm,15-19,CAN,Male,147,,Canada
2409,2017,Intentional self-harm,20-24,CAN,Male,237,,Canada
2410,2017,Intentional self-harm,25-29,CAN,Male,272,,Canada
2411,2017,Intentional self-harm,30-34,CAN,Male,252,,Canada
2412,2017,Intentional self-harm,35-39,CAN,Male,248,,Canada
2413,2017,Intentional self-harm,40-44,CAN,Male,246,,Canada
2414,2017,Intentional self-harm,45-49,CAN,Male,296,,Canada
2415,2017,Intentional self-harm,5- 9,CAN,Male,0,,Canada
2416,2017,Intentional self-harm,50-54,CAN,Male,324,,Canada
2417,2017,Intentional self-harm,55-59,CAN,Male,327,,Canada
2418,2017,Intentional self-harm,60-64,CAN,Male,242,,Canada
2419,2017,Intentional self-harm,65-69,CAN,Male,168,,Canada
2420,2017,Intentional self-harm,70-74,CAN,Male,118,,Canada
2421,2017,Intentional self-harm,75-79,CAN,Male,81,,Canada
2422,2017,Intentional self-harm,80-84,CAN,Male,67,,Canada
2423,2017,Intentional self-harm,85-89,CAN,Male,74,,Canada
2424,2017,Mental and behavioural disorders due to psychoactive substance use,10- 14,CAN,Female,0,,Canada
2425,2017,Mental and behavioural disorders due to psychoactive substance use,15-19,CAN,Female,1,,Canada
2426,2017,Mental and behavioural disorders due to psychoactive substance use,20-24,CAN,Female,9,,Canada
2427,2017,Mental and behavioural disorders due to psychoactive substance use,25-29,CAN,Female,17,,Canada
2428,2017,Mental and behavioural disorders due to psychoactive substance use,30-34,CAN,Female,15,,Canada
2429,2017,Mental and behavioural disorders due to psychoactive substance use,35-39,CAN,Female,14,,Canada
2430,2017,Mental and behavioural disorders due to psychoactive substance use,40-44,CAN,Female,14,,Canada
2431,2017,Mental and behavioural disorders due to psychoactive substance use,45-49,CAN,Female,22,,Canada
2432,2017,Mental and behavioural disorders due to psychoactive substance use,5- 9,CAN,Female,0,,Canada
2433,2017,Mental and behavioural disorders due to psychoactive substance use,50-54,CAN,Female,26,,Canada
2434,2017,Mental and behavioural disorders due to psychoactive substance use,55-59,CAN,Female,46,,Canada
2435,2017,Mental and behavioural disorders due to psychoactive substance use,60-64,CAN,Female,32,,Canada
2436,2017,Mental and behavioural disorders due to psychoactive substance use,65-69,CAN,Female,35,,Canada
2437,2017,Mental and behavioural disorders due to psychoactive substance use,70-74,CAN,Female,15,,Canada
2438,2017,Mental and behavioural disorders due to psychoactive substance use,75-79,CAN,Female,22,,Canada
2439,2017,Mental and behavioural disorders due to psychoactive substance use,80-84,CAN,Female,16,,Canada
2440,2017,Mental and behavioural disorders due to psychoactive substance use,85-89,CAN,Female,23,,Canada
2441,2017,Mental and behavioural disorders due to psychoactive substance use,10- 14,CAN,Male,0,,Canada
2442,2017,Mental and behavioural disorders due to psychoactive substance use,15-19,CAN,Male,1,,Canada
2443,2017,Mental and behavioural disorders due to psychoactive substance use,20-24,CAN,Male,2,,Canada
2444,2017,Mental and behavioural disorders due to psychoactive substance use,25-29,CAN,Male,8,,Canada
2445,2017,Mental and behavioural disorders due to psychoactive substance use,30-34,CAN,Male,20,,Canada
2446,2017,Mental and behavioural disorders due to psychoactive substance use,35-39,CAN,Male,24,,Canada
2447,2017,Mental and behavioural disorders due to psychoactive substance use,40-44,CAN,Male,39,,Canada
2448,2017,Mental and behavioural disorders due to psychoactive substance use,45-49,CAN,Male,60,,Canada
2449,2017,Mental and behavioural disorders due to psychoactive substance use,5- 9,CAN,Male,0,,Canada
2450,2017,Mental and behavioural disorders due to psychoactive substance use,50-54,CAN,Male,88,,Canada
2451,2017,Mental and behavioural disorders due to psychoactive substance use,55-59,CAN,Male,123,,Canada
2452,2017,Mental and behavioural disorders due to psychoactive substance use,60-64,CAN,Male,135,,Canada
2453,2017,Mental and behavioural disorders due to psychoactive substance use,65-69,CAN,Male,130,,Canada
2454,2017,Mental and behavioural disorders due to psychoactive substance use,70-74,CAN,Male,103,,Canada
2455,2017,Mental and behavioural disorders due to psychoactive substance use,75-79,CAN,Male,39,,Canada
2456,2017,Mental and behavioural disorders due to psychoactive substance use,80-84,CAN,Male,42,,Canada
2457,2017,Mental and behavioural disorders due to psychoactive substance use,85-89,CAN,Male,40,,Canada
2458,2018,Intentional self-harm,10- 14,CAN,Female,24,,Canada
2459,2018,Intentional self-harm,15-19,CAN,Female,57,,Canada
2460,2018,Intentional self-harm,20-24,CAN,Female,94,,Canada
2461,2018,Intentional self-harm,25-29,CAN,Female,76,,Canada
2462,2018,Intentional self-harm,30-34,CAN,Female,68,,Canada
2463,2018,Intentional self-harm,35-39,CAN,Female,68,,Canada
2464,2018,Intentional self-harm,40-44,CAN,Female,71,,Canada
2465,2018,Intentional self-harm,45-49,CAN,Female,80,,Canada
2466,2018,Intentional self-harm,5- 9,CAN,Female,0,,Canada
2467,2018,Intentional self-harm,50-54,CAN,Female,100,,Canada
2468,2018,Intentional self-harm,55-59,CAN,Female,95,,Canada
2469,2018,Intentional self-harm,60-64,CAN,Female,72,,Canada
2470,2018,Intentional self-harm,65-69,CAN,Female,49,,Canada
2471,2018,Intentional self-harm,70-74,CAN,Female,33,,Canada
2472,2018,Intentional self-harm,75-79,CAN,Female,18,,Canada
2473,2018,Intentional self-harm,80-84,CAN,Female,11,,Canada
2474,2018,Intentional self-harm,85-89,CAN,Female,15,,Canada
2475,2018,Intentional self-harm,10- 14,CAN,Male,20,,Canada
2476,2018,Intentional self-harm,15-19,CAN,Male,146,,Canada
2477,2018,Intentional self-harm,20-24,CAN,Male,242,,Canada
2478,2018,Intentional self-harm,25-29,CAN,Male,230,,Canada
2479,2018,Intentional self-harm,30-34,CAN,Male,203,,Canada
2480,2018,Intentional self-harm,35-39,CAN,Male,226,,Canada
2481,2018,Intentional self-harm,40-44,CAN,Male,220,,Canada
2482,2018,Intentional self-harm,45-49,CAN,Male,277,,Canada
2483,2018,Intentional self-harm,5- 9,CAN,Male,2,,Canada
2484,2018,Intentional self-harm,50-54,CAN,Male,303,,Canada
2485,2018,Intentional self-harm,55-59,CAN,Male,309,,Canada
2486,2018,Intentional self-harm,60-64,CAN,Male,235,,Canada
2487,2018,Intentional self-harm,65-69,CAN,Male,143,,Canada
2488,2018,Intentional self-harm,70-74,CAN,Male,107,,Canada
2489,2018,Intentional self-harm,75-79,CAN,Male,98,,Canada
2490,2018,Intentional self-harm,80-84,CAN,Male,55,,Canada
2491,2018,Intentional self-harm,85-89,CAN,Male,62,,Canada
2492,2018,Mental and behavioural disorders due to psychoactive substance use,10- 14,CAN,Female,0,,Canada
2493,2018,Mental and behavioural disorders due to psychoactive substance use,15-19,CAN,Female,1,,Canada
2494,2018,Mental and behavioural disorders due to psychoactive substance use,20-24,CAN,Female,6,,Canada
2495,2018,Mental and behavioural disorders due to psychoactive substance use,25-29,CAN,Female,15,,Canada
2496,2018,Mental and behavioural disorders due to psychoactive substance use,30-34,CAN,Female,13,,Canada
2497,2018,Mental and behavioural disorders due to psychoactive substance use,35-39,CAN,Female,14,,Canada
2498,2018,Mental and behavioural disorders due to psychoactive substance use,40-44,CAN,Female,15,,Canada
2499,2018,Mental and behavioural disorders due to psychoactive substance use,45-49,CAN,Female,16,,Canada
2500,2018,Mental and behavioural disorders due to psychoactive substance use,5- 9,CAN,Female,0,,Canada
2501,2018,Mental and behavioural disorders due to psychoactive substance use,50-54,CAN,Female,24,,Canada
2502,2018,Mental and behavioural disorders due to psychoactive substance use,55-59,CAN,Female,33,,Canada
2503,2018,Mental and behavioural disorders due to psychoactive substance use,60-64,CAN,Female,34,,Canada
2504,2018,Mental and behavioural disorders due to psychoactive substance use,65-69,CAN,Female,26,,Canada
2505,2018,Mental and behavioural disorders due to psychoactive substance use,70-74,CAN,Female,22,,Canada
2506,2018,Mental and behavioural disorders due to psychoactive substance use,75-79,CAN,Female,17,,Canada
2507,2018,Mental and behavioural disorders due to psychoactive substance use,80-84,CAN,Female,16,,Canada
2508,2018,Mental and behavioural disorders due to psychoactive substance use,85-89,CAN,Female,27,,Canada
2509,2018,Mental and behavioural disorders due to psychoactive substance use,10- 14,CAN,Male,0,,Canada
2510,2018,Mental and behavioural disorders due to psychoactive substance use,15-19,CAN,Male,1,,Canada
2511,2018,Mental and behavioural disorders due to psychoactive substance use,20-24,CAN,Male,2,,Canada
2512,2018,Mental and behavioural disorders due to psychoactive substance use,25-29,CAN,Male,12,,Canada
2513,2018,Mental and behavioural disorders due to psychoactive substance use,30-34,CAN,Male,13,,Canada
2514,2018,Mental and behavioural disorders due to psychoactive substance use,35-39,CAN,Male,14,,Canada
2515,2018,Mental and behavioural disorders due to psychoactive substance use,40-44,CAN,Male,35,,Canada
2516,2018,Mental and behavioural disorders due to psychoactive substance use,45-49,CAN,Male,41,,Canada
2517,2018,Mental and behavioural disorders due to psychoactive substance use,5- 9,CAN,Male,0,,Canada
2518,2018,Mental and behavioural disorders due to psychoactive substance use,50-54,CAN,Male,83,,Canada
2519,2018,Mental and behavioural disorders due to psychoactive substance use,55-59,CAN,Male,118,,Canada
2520,2018,Mental and behavioural disorders due to psychoactive substance use,60-64,CAN,Male,115,,Canada
2521,2018,Mental and behavioural disorders due to psychoactive substance use,65-69,CAN,Male,128,,Canada
2522,2018,Mental and behavioural disorders due to psychoactive substance use,70-74,CAN,Male,79,,Canada
2523,2018,Mental and behavioural disorders due to psychoactive substance use,75-79,CAN,Male,70,,Canada
2524,2018,Mental and behavioural disorders due to psychoactive substance use,80-84,CAN,Male,37,,Canada
2525,2018,Mental and behavioural disorders due to psychoactive substance use,85-89,CAN,Male,33,,Canada
2526,2019,Intentional self-harm,10- 14,CAN,Female,16,,Canada
2527,2019,Intentional self-harm,15-19,CAN,Female,71,,Canada
2528,2019,Intentional self-harm,20-24,CAN,Female,75,,Canada
2529,2019,Intentional self-harm,25-29,CAN,Female,93,,Canada
2530,2019,Intentional self-harm,30-34,CAN,Female,63,,Canada
2531,2019,Intentional self-harm,35-39,CAN,Female,70,,Canada
2532,2019,Intentional self-harm,40-44,CAN,Female,72,,Canada
2533,2019,Intentional self-harm,45-49,CAN,Female,65,,Canada
2534,2019,Intentional self-harm,5- 9,CAN,Female,1,,Canada
2535,2019,Intentional self-harm,50-54,CAN,Female,110,,Canada
2536,2019,Intentional self-harm,55-59,CAN,Female,95,,Canada
2537,2019,Intentional self-harm,60-64,CAN,Female,83,,Canada
2538,2019,Intentional self-harm,65-69,CAN,Female,52,,Canada
2539,2019,Intentional self-harm,70-74,CAN,Female,32,,Canada
2540,2019,Intentional self-harm,75-79,CAN,Female,20,,Canada
2541,2019,Intentional self-harm,80-84,CAN,Female,21,,Canada
2542,2019,Intentional self-harm,85-89,CAN,Female,14,,Canada
2543,2019,Intentional self-harm,10- 14,CAN,Male,15,,Canada
2544,2019,Intentional self-harm,15-19,CAN,Male,129,,Canada
2545,2019,Intentional self-harm,20-24,CAN,Male,231,,Canada
2546,2019,Intentional self-harm,25-29,CAN,Male,255,,Canada
2547,2019,Intentional self-harm,30-34,CAN,Male,262,,Canada
2548,2019,Intentional self-harm,35-39,CAN,Male,250,,Canada
2549,2019,Intentional self-harm,40-44,CAN,Male,243,,Canada
2550,2019,Intentional self-harm,45-49,CAN,Male,278,,Canada
2551,2019,Intentional self-harm,5- 9,CAN,Male,0,,Canada
2552,2019,Intentional self-harm,50-54,CAN,Male,286,,Canada
2553,2019,Intentional self-harm,55-59,CAN,Male,325,,Canada
2554,2019,Intentional self-harm,60-64,CAN,Male,280,,Canada
2555,2019,Intentional self-harm,65-69,CAN,Male,171,,Canada
2556,2019,Intentional self-harm,70-74,CAN,Male,124,,Canada
2557,2019,Intentional self-harm,75-79,CAN,Male,78,,Canada
2558,2019,Intentional self-harm,80-84,CAN,Male,58,,Canada
2559,2019,Intentional self-harm,85-89,CAN,Male,72,,Canada
2560,2019,Mental and behavioural disorders due to psychoactive substance use,10- 14,CAN,Female,0,,Canada
2561,2019,Mental and behavioural disorders due to psychoactive substance use,15-19,CAN,Female,1,,Canada
2562,2019,Mental and behavioural disorders due to psychoactive substance use,20-24,CAN,Female,6,,Canada
2563,2019,Mental and behavioural disorders due to psychoactive substance use,25-29,CAN,Female,12,,Canada
2564,2019,Mental and behavioural disorders due to psychoactive substance use,30-34,CAN,Female,9,,Canada
2565,2019,Mental and behavioural disorders due to psychoactive substance use,35-39,CAN,Female,17,,Canada
2566,2019,Mental and behavioural disorders due to psychoactive substance use,40-44,CAN,Female,17,,Canada
2567,2019,Mental and behavioural disorders due to psychoactive substance use,45-49,CAN,Female,23,,Canada
2568,2019,Mental and behavioural disorders due to psychoactive substance use,5- 9,CAN,Female,0,,Canada
2569,2019,Mental and behavioural disorders due to psychoactive substance use,50-54,CAN,Female,29,,Canada
2570,2019,Mental and behavioural disorders due to psychoactive substance use,55-59,CAN,Female,28,,Canada
2571,2019,Mental and behavioural disorders due to psychoactive substance use,60-64,CAN,Female,33,,Canada
2572,2019,Mental and behavioural disorders due to psychoactive substance use,65-69,CAN,Female,30,,Canada
2573,2019,Mental and behavioural disorders due to psychoactive substance use,70-74,CAN,Female,24,,Canada
2574,2019,Mental and behavioural disorders due to psychoactive substance use,75-79,CAN,Female,20,,Canada
2575,2019,Mental and behavioural disorders due to psychoactive substance use,80-84,CAN,Female,14,,Canada
2576,2019,Mental and behavioural disorders due to psychoactive substance use,85-89,CAN,Female,17,,Canada
2577,2019,Mental and behavioural disorders due to psychoactive substance use,10- 14,CAN,Male,0,,Canada
2578,2019,Mental and behavioural disorders due to psychoactive substance use,15-19,CAN,Male,0,,Canada
2579,2019,Mental and behavioural disorders due to psychoactive substance use,20-24,CAN,Male,2,,Canada
2580,2019,Mental and behavioural disorders due to psychoactive substance use,25-29,CAN,Male,10,,Canada
2581,2019,Mental and behavioural disorders due to psychoactive substance use,30-34,CAN,Male,23,,Canada
2582,2019,Mental and behavioural disorders due to psychoactive substance use,35-39,CAN,Male,20,,Canada
2583,2019,Mental and behavioural disorders due to psychoactive substance use,40-44,CAN,Male,28,,Canada
2584,2019,Mental and behavioural disorders due to psychoactive substance use,45-49,CAN,Male,45,,Canada
2585,2019,Mental and behavioural disorders due to psychoactive substance use,5- 9,CAN,Male,0,,Canada
2586,2019,Mental and behavioural disorders due to psychoactive substance use,50-54,CAN,Male,86,,Canada
2587,2019,Mental and behavioural disorders due to psychoactive substance use,55-59,CAN,Male,126,,Canada
2588,2019,Mental and behavioural disorders due to psychoactive substance use,60-64,CAN,Male,118,,Canada
2589,2019,Mental and behavioural disorders due to psychoactive substance use,65-69,CAN,Male,124,,Canada
2590,2019,Mental and behavioural disorders due to psychoactive substance use,70-74,CAN,Male,76,,Canada
2591,2019,Mental and behavioural disorders due to psychoactive substance use,75-79,CAN,Male,67,,Canada
2592,2019,Mental and behavioural disorders due to psychoactive substance use,80-84,CAN,Male,46,,Canada
2593,2019,Mental and behavioural disorders due to psychoactive substance use,85-89,CAN,Male,39,,Canada
2594,2017,Intentional self-harm,10- 14,CHL,Female,7,,Chile
2595,2017,Intentional self-harm,15-19,CHL,Female,22,,Chile
2596,2017,Intentional self-harm,20-24,CHL,Female,34,,Chile
2597,2017,Intentional self-harm,25-29,CHL,Female,28,,Chile
2598,2017,Intentional self-harm,30-34,CHL,Female,32,,Chile
2599,2017,Intentional self-harm,35-39,CHL,Female,31,,Chile
2600,2017,Intentional self-harm,40-44,CHL,Female,19,,Chile
2601,2017,Intentional self-harm,45-49,CHL,Female,37,,Chile
2602,2017,Intentional self-harm,5- 9,CHL,Female,0,,Chile
2603,2017,Intentional self-harm,50-54,CHL,Female,28,,Chile
2604,2017,Intentional self-harm,55-59,CHL,Female,30,,Chile
2605,2017,Intentional self-harm,60-64,CHL,Female,12,,Chile
2606,2017,Intentional self-harm,65-69,CHL,Female,12,,Chile
2607,2017,Intentional self-harm,70-74,CHL,Female,7,,Chile
2608,2017,Intentional self-harm,75-79,CHL,Female,4,,Chile
2609,2017,Intentional self-harm,80-84,CHL,Female,4,,Chile
2610,2017,Intentional self-harm,85-89,CHL,Female,1,,Chile
2611,2017,Intentional self-harm,90-94,CHL,Female,0,,Chile
2612,2017,Intentional self-harm,95+,CHL,Female,1,,Chile
2613,2017,Intentional self-harm,10- 14,CHL,Male,4,,Chile
2614,2017,Intentional self-harm,15-19,CHL,Male,60,,Chile
2615,2017,Intentional self-harm,20-24,CHL,Male,162,,Chile
2616,2017,Intentional self-harm,25-29,CHL,Male,164,,Chile
2617,2017,Intentional self-harm,30-34,CHL,Male,157,,Chile
2618,2017,Intentional self-harm,35-39,CHL,Male,142,,Chile
2619,2017,Intentional self-harm,40-44,CHL,Male,155,,Chile
2620,2017,Intentional self-harm,45-49,CHL,Male,138,,Chile
2621,2017,Intentional self-harm,5- 9,CHL,Male,0,,Chile
2622,2017,Intentional self-harm,50-54,CHL,Male,142,,Chile
2623,2017,Intentional self-harm,55-59,CHL,Male,125,,Chile
2624,2017,Intentional self-harm,60-64,CHL,Male,101,,Chile
2625,2017,Intentional self-harm,65-69,CHL,Male,63,,Chile
2626,2017,Intentional self-harm,70-74,CHL,Male,59,,Chile
2627,2017,Intentional self-harm,75-79,CHL,Male,41,,Chile
2628,2017,Intentional self-harm,80-84,CHL,Male,30,,Chile
2629,2017,Intentional self-harm,85-89,CHL,Male,17,,Chile
2630,2017,Intentional self-harm,90-94,CHL,Male,9,,Chile
2631,2017,Intentional self-harm,95+,CHL,Male,1,,Chile
2632,2017,Mental and behavioural disorders due to psychoactive substance use,10- 14,CHL,Female,0,,Chile
2633,2017,Mental and behavioural disorders due to psychoactive substance use,15-19,CHL,Female,0,,Chile
2634,2017,Mental and behavioural disorders due to psychoactive substance use,20-24,CHL,Female,1,,Chile
2635,2017,Mental and behavioural disorders due to psychoactive substance use,25-29,CHL,Female,1,,Chile
2636,2017,Mental and behavioural disorders due to psychoactive substance use,30-34,CHL,Female,0,,Chile
2637,2017,Mental and behavioural disorders due to psychoactive substance use,35-39,CHL,Female,1,,Chile
2638,2017,Mental and behavioural disorders due to psychoactive substance use,40-44,CHL,Female,0,,Chile
2639,2017,Mental and behavioural disorders due to psychoactive substance use,45-49,CHL,Female,1,,Chile
2640,2017,Mental and behavioural disorders due to psychoactive substance use,5- 9,CHL,Female,0,,Chile
2641,2017,Mental and behavioural disorders due to psychoactive substance use,50-54,CHL,Female,4,,Chile
2642,2017,Mental and behavioural disorders due to psychoactive substance use,55-59,CHL,Female,1,,Chile
2643,2017,Mental and behavioural disorders due to psychoactive substance use,60-64,CHL,Female,0,,Chile
2644,2017,Mental and behavioural disorders due to psychoactive substance use,65-69,CHL,Female,3,,Chile
2645,2017,Mental and behavioural disorders due to psychoactive substance use,70-74,CHL,Female,2,,Chile
2646,2017,Mental and behavioural disorders due to psychoactive substance use,75-79,CHL,Female,1,,Chile
2647,2017,Mental and behavioural disorders due to psychoactive substance use,80-84,CHL,Female,1,,Chile
2648,2017,Mental and behavioural disorders due to psychoactive substance use,85-89,CHL,Female,1,,Chile
2649,2017,Mental and behavioural disorders due to psychoactive substance use,90-94,CHL,Female,1,,Chile
2650,2017,Mental and behavioural disorders due to psychoactive substance use,95+,CHL,Female,0,,Chile
2651,2017,Mental and behavioural disorders due to psychoactive substance use,10- 14,CHL,Male,0,,Chile
2652,2017,Mental and behavioural disorders due to psychoactive substance use,15-19,CHL,Male,0,,Chile
2653,2017,Mental and behavioural disorders due to psychoactive substance use,20-24,CHL,Male,1,,Chile
2654,2017,Mental and behavioural disorders due to psychoactive substance use,25-29,CHL,Male,1,,Chile
2655,2017,Mental and behavioural disorders due to psychoactive substance use,30-34,CHL,Male,1,,Chile
2656,2017,Mental and behavioural disorders due to psychoactive substance use,35-39,CHL,Male,2,,Chile
2657,2017,Mental and behavioural disorders due to psychoactive substance use,40-44,CHL,Male,10,,Chile
2658,2017,Mental and behavioural disorders due to psychoactive substance use,45-49,CHL,Male,12,,Chile
2659,2017,Mental and behavioural disorders due to psychoactive substance use,5- 9,CHL,Male,0,,Chile
2660,2017,Mental and behavioural disorders due to psychoactive substance use,50-54,CHL,Male,17,,Chile
2661,2017,Mental and behavioural disorders due to psychoactive substance use,55-59,CHL,Male,23,,Chile
2662,2017,Mental and behavioural disorders due to psychoactive substance use,60-64,CHL,Male,15,,Chile
2663,2017,Mental and behavioural disorders due to psychoactive substance use,65-69,CHL,Male,21,,Chile
2664,2017,Mental and behavioural disorders due to psychoactive substance use,70-74,CHL,Male,14,,Chile
2665,2017,Mental and behavioural disorders due to psychoactive substance use,75-79,CHL,Male,16,,Chile
2666,2017,Mental and behavioural disorders due to psychoactive substance use,80-84,CHL,Male,7,,Chile
2667,2017,Mental and behavioural disorders due to psychoactive substance use,85-89,CHL,Male,5,,Chile
2668,2017,Mental and behavioural disorders due to psychoactive substance use,90-94,CHL,Male,1,,Chile
2669,2017,Mental and behavioural disorders due to psychoactive substance use,95+,CHL,Male,0,,Chile
2670,2018,Intentional self-harm,10- 14,CHL,Female,5,,Chile
2671,2018,Intentional self-harm,15-19,CHL,Female,21,,Chile
2672,2018,Intentional self-harm,20-24,CHL,Female,35,,Chile
2673,2018,Intentional self-harm,25-29,CHL,Female,39,,Chile
2674,2018,Intentional self-harm,30-34,CHL,Female,31,,Chile
2675,2018,Intentional self-harm,35-39,CHL,Female,37,,Chile
2676,2018,Intentional self-harm,40-44,CHL,Female,33,,Chile
